entity_id,entity_type,department,timestamp,source_ip,geo_location,country,resource_accessed,auth_method,session_duration,command_sequence,device_os,browser,mac_prefix,failed_attempts_10m,geo_distance_km,is_new_device,is_new_country,is_night_hour,unique_resource_count_24h,label
user_097,user,finance,2026-07-01T10:33:51Z,155.39.224.174,Ahmedabad,India,Admin Panel,biometric,25.017258831980882,"['login', 'open_admin', 'scan_hosts', 'open_server', 'open_logs']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,9,lateral_movement
user_033,user,it,2026-07-06T10:51:23Z,168.37.73.189,Bengaluru,India,Server Console,certificate,13.651624700390446,"['login', 'read', 'logout']",Linux,Firefox,66:e9:d4,0,0.0,0,0,0,3,normal
user_076,user,it,2026-07-04T09:49:02Z,53.84.236.191,Chennai,India,Server Console,biometric,19.778351656577286,"['login', 'read', 'logout']",Ubuntu,Chrome,b0:a4:35,0,0.0,0,0,0,4,insider_drift
user_046,user,sales,2026-07-10T07:09:52Z,177.170.175.108,Hyderabad,India,Email,certificate,34.11634130915121,"['login', 'read', 'logout']",Ubuntu,Chrome,f2:b3:72,0,0.0,0,0,0,3,normal
user_015,user,sales,2026-06-29T13:04:05Z,144.229.28.185,Kolkata,India,Email,certificate,112.38445579406267,"['login', 'read', 'logout']",Linux,Firefox,d4:fa:80,0,0.0,0,0,0,1,normal
user_062,user,sales,2026-07-08T09:45:00Z,40.25.239.107,Hyderabad,India,Dashboard,password,95.71162437923402,"['login', 'read', 'logout']",Linux,Firefox,a2:8c:17,1,0.0,0,0,0,3,normal
user_039,user,engineering,2026-06-26T08:27:24Z,41.199.143.184,Pune,India,Jenkins,token,64.25652945807256,"['login', 'read', 'logout']",Windows,Chrome,1c:52:00,0,0.0,0,0,0,3,normal
user_068,user,sales,2026-07-24T09:05:54Z,82.195.110.208,Chennai,India,Dashboard,biometric,24.008706427018325,"['login', 'read', 'logout']",MacOS,Safari,68:7a:58,0,0.0,0,0,0,3,normal
user_043,service_account,hr,2026-07-01T11:47:39Z,20.21.134.224,Delhi,India,HR Portal,token,82.53913084561236,"['auth', 'fetch']",Ubuntu,Chrome,22:0d:c9,0,0.0,0,0,0,2,normal
user_020,user,it,2026-07-03T08:03:27Z,106.213.52.221,Mumbai,India,VPN,biometric,7.906427754911977,"['login', 'read', 'logout']",Windows,Chrome,cc:d3:0c,0,0.0,0,0,0,2,normal
user_082,user,sales,2026-06-28T11:43:48Z,175.252.172.75,Chennai,India,CRM,password,18.997462801866256,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,1,normal
user_092,user,sales,2026-07-16T11:23:46Z,70.76.228.99,Ahmedabad,India,Dashboard,password,74.36692658260053,"['login', 'read', 'logout']",Linux,Firefox,0a:33:e3,0,0.0,0,0,0,3,normal
user_070,user,hr,2026-07-21T08:20:10Z,210.71.26.198,Delhi,India,HR Portal,password,80.45822982997643,"['login', 'read', 'logout']",Windows,Edge,8a:77:87,0,0.0,0,0,0,2,normal
user_036,user,finance,2026-06-30T09:05:25Z,166.211.238.29,Hyderabad,India,Reports,certificate,83.57296405972023,"['login', 'read', 'logout']",Windows,Chrome,c0:e4:51,0,0.0,0,0,0,2,normal
user_023,user,hr,2026-07-12T08:09:16Z,153.128.119.116,Mumbai,India,Payroll,password,47.50298595289693,"['login', 'read', 'logout']",Windows,Chrome,a4:a8:8e,0,0.0,0,0,0,3,normal
user_079,user,sales,2026-07-10T06:03:27Z,63.231.79.153,Ahmedabad,India,Email,biometric,95.99173928731925,"['login', 'read', 'logout']",Linux,Firefox,ec:e2:1a,0,0.0,0,0,0,2,normal
user_011,service_account,engineering,2026-07-04T09:47:37Z,198.76.204.47,Kolkata,India,Git,biometric,30.494815050383167,"['auth', 'fetch']",Ubuntu,Chrome,e0:25:6d,0,0.0,0,0,0,1,normal
user_049,user,it,2026-07-04T07:40:37Z,33.164.183.24,Bengaluru,India,Admin Panel,token,97.46037068995231,"['login', 'read', 'logout']",Ubuntu,Chrome,96:9f:c0,1,0.0,0,0,0,1,normal
user_065,user,hr,2026-07-02T08:20:40Z,67.110.84.192,Kolkata,India,HR Portal,token,93.75736421775308,"['login', 'read', 'logout']",Ubuntu,Chrome,1e:4d:4c,0,0.0,0,0,0,3,normal
user_025,user,it,2026-06-28T09:43:54Z,91.207.228.131,Ahmedabad,India,Server Console,biometric,66.97548841855306,"['login', 'read', 'logout']",Windows,Edge,e6:b0:a0,1,0.0,0,0,0,2,normal
user_094,user,engineering,2026-07-04T08:16:56Z,10.225.131.85,Delhi,India,Jenkins,password,37.916588333074564,"['login', 'read', 'logout']",Windows,Chrome,7e:57:59,1,0.0,0,0,0,2,normal
user_029,edge_device,finance,2026-07-23T09:43:47Z,153.253.34.181,Delhi,India,Reports,token,45.35626150384913,"['auth', 'fetch']",MacOS,Safari,c8:00:9b,1,0.0,0,0,0,3,normal
user_019,user,sales,2026-07-14T09:32:09Z,47.248.75.145,Pune,India,Dashboard,token,115.7280665081622,"['login', 'read', 'logout']",Windows,Chrome,dc:34:b5,0,0.0,0,0,0,1,normal
user_088,user,hr,2026-07-21T10:44:36Z,137.188.23.243,Delhi,India,Payroll,token,37.01116126126943,"['login', 'read', 'logout']",Windows,Edge,de:fd:12,1,0.0,0,0,0,2,normal
user_023,user,hr,2026-07-06T09:04:13Z,153.128.119.116,Mumbai,India,Email,password,34.86010588925839,"['login', 'read', 'logout']",Windows,Chrome,a4:a8:8e,0,0.0,0,0,0,3,normal
user_098,edge_device,sales,2026-06-27T09:11:54Z,23.151.48.106,Hyderabad,India,Email,password,74.03510122776554,"['auth', 'fetch']",MacOS,Safari,fa:c3:b7,1,0.0,0,0,0,1,normal
user_084,edge_device,finance,2026-07-06T05:38:03Z,3.173.150.154,Chennai,India,Email,token,41.481898266792,"['auth', 'fetch']",Windows,Edge,d6:ae:88,1,0.0,0,0,1,2,normal
user_050,user,hr,2026-06-30T09:36:14Z,143.138.216.36,Hyderabad,India,Email,password,77.10757608992996,"['login', 'read', 'logout']",Linux,Firefox,88:34:9a,0,0.0,0,0,0,2,normal
user_082,user,sales,2026-07-09T10:35:55Z,175.252.172.75,Chennai,India,Dashboard,password,43.324031346791756,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,3,normal
user_039,user,engineering,2026-06-29T07:09:43Z,41.199.143.184,Pune,India,Production Server,token,74.31398928590313,"['login', 'read', 'logout']",Windows,Chrome,1c:52:00,1,0.0,0,0,0,1,normal
user_079,user,sales,2026-07-14T11:02:57Z,63.231.79.153,Ahmedabad,India,CRM,biometric,64.72366403659252,"['login', 'read', 'logout']",Linux,Firefox,ec:e2:1a,0,0.0,0,0,0,2,normal
user_075,user,sales,2026-07-14T12:13:05Z,15.19.95.34,Delhi,India,Email,biometric,74.43539621407963,"['login', 'read', 'logout']",Linux,Firefox,78:8e:5c,1,0.0,0,0,0,1,normal
user_075,user,sales,2026-07-19T11:40:15Z,15.19.95.34,Delhi,India,CRM,biometric,59.59053574792822,"['login', 'read', 'logout']",Linux,Firefox,78:8e:5c,0,0.0,0,0,0,1,normal
user_006,service_account,sales,2026-07-21T10:13:55Z,112.239.140.45,Mumbai,India,Email,certificate,25.775320872811005,"['auth', 'fetch']",MacOS,Safari,80:1f:a0,0,0.0,0,0,0,3,normal
user_095,user,engineering,2026-07-23T05:08:31Z,212.148.107.158,Kolkata,India,Jenkins,certificate,110.77371917678973,"['login', 'read', 'logout']",Ubuntu,Chrome,aa:76:ec,0,0.0,0,0,1,2,normal
user_034,edge_device,finance,2026-06-28T08:20:46Z,112.22.182.40,Hyderabad,India,ERP,certificate,96.54740305884943,"['auth', 'fetch']",Windows,Edge,0c:36:d9,0,0.0,0,0,0,1,normal
user_050,user,hr,2026-07-04T09:11:03Z,143.138.216.36,Hyderabad,India,HR Portal,password,105.2481353294795,"['login', 'read', 'logout']",Linux,Firefox,88:34:9a,1,0.0,0,0,0,1,normal
user_065,user,hr,2026-06-29T13:15:10Z,67.110.84.192,Kolkata,India,Payroll,token,89.15734847821365,"['login', 'read', 'logout']",Ubuntu,Chrome,1e:4d:4c,0,0.0,0,0,0,3,normal
user_005,user,engineering,2026-07-20T07:51:39Z,167.71.182.219,Mumbai,India,Production Server,certificate,12.257662844003402,"['login', 'read', 'logout']",Windows,Chrome,4a:92:d8,0,0.0,0,0,0,2,normal
user_075,user,sales,2026-07-15T10:11:23Z,15.19.95.34,Delhi,India,Email,biometric,38.94998316375959,"['login', 'read', 'logout']",Linux,Firefox,78:8e:5c,0,0.0,0,0,0,1,normal
user_023,user,hr,2026-07-04T08:29:58Z,153.128.119.116,Mumbai,India,Payroll,password,93.36364707856556,"['login', 'read', 'logout']",Windows,Chrome,a4:a8:8e,0,0.0,0,0,0,2,normal
user_024,service_account,hr,2026-07-10T12:55:48Z,13.76.99.205,Bengaluru,India,HR Portal,token,16.514799319384263,"['auth', 'fetch']",Ubuntu,Chrome,08:0e:3b,0,0.0,0,0,0,2,normal
user_078,user,engineering,2026-07-10T08:01:50Z,89.222.1.14,Chennai,India,Production Server,token,5.0475282198218725,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,0,2,normal
user_078,user,engineering,2026-07-21T07:57:28Z,89.222.1.14,Chennai,India,Jenkins,token,62.070446803012736,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,0,2,normal
user_060,user,it,2026-07-20T11:06:37Z,186.24.248.0,Ahmedabad,India,Admin Panel,certificate,65.06509443645956,"['login', 'read', 'logout']",Windows,Edge,46:3d:5e,0,0.0,0,0,0,3,normal
user_020,user,it,2026-07-07T09:35:51Z,106.213.52.221,Mumbai,India,VPN,biometric,37.75626074479072,"['login', 'read', 'logout']",Windows,Chrome,cc:d3:0c,0,0.0,0,0,0,3,normal
user_031,user,engineering,2026-07-06T07:15:47Z,3.106.170.204,Bengaluru,India,CRM,biometric,106.27797735469197,"['login', 'read', 'logout']",Windows,Chrome,ac:2b:91,7,0.0,0,1,0,3,credential_stuffing
user_095,user,engineering,2026-07-05T05:42:00Z,212.148.107.158,Kolkata,India,Jenkins,certificate,20.50520168312081,"['login', 'read', 'logout']",Ubuntu,Chrome,aa:76:ec,0,0.0,0,0,1,3,normal
user_043,service_account,hr,2026-07-09T09:01:47Z,20.21.134.224,Delhi,India,Email,token,65.17062987919411,"['auth', 'fetch']",Ubuntu,Chrome,22:0d:c9,0,0.0,0,0,0,2,normal
user_037,user,it,2026-07-17T07:30:57Z,116.111.222.6,Pune,India,Admin Panel,password,35.32524142881435,"['login', 'read', 'logout']",Linux,Firefox,b6:f8:7a,0,0.0,0,0,0,3,normal
user_067,user,sales,2026-06-28T09:05:48Z,155.113.242.177,Hyderabad,India,Dashboard,certificate,98.78065747625632,"['login', 'read', 'logout']",Windows,Edge,42:9c:1e,1,0.0,0,0,0,1,normal
user_011,service_account,engineering,2026-07-15T13:55:59Z,198.76.204.47,Kolkata,India,Production Server,biometric,79.56329788602068,"['auth', 'fetch']",Ubuntu,Chrome,e0:25:6d,1,0.0,0,0,0,1,normal
user_076,user,it,2026-07-15T11:26:49Z,53.84.236.191,Chennai,India,Logs,biometric,82.11430053783118,"['login', 'read', 'logout']",Ubuntu,Chrome,b0:a4:35,0,0.0,0,0,0,3,normal
user_069,user,it,2026-07-13T07:34:17Z,31.9.133.229,Pune,India,Admin Panel,token,84.85725986500738,"['login', 'read', 'logout']",Ubuntu,Chrome,b2:95:10,0,0.0,0,0,0,2,normal
user_046,user,sales,2026-07-09T08:05:05Z,177.170.175.108,Hyderabad,India,Email,certificate,31.377784394724294,"['login', 'read', 'logout']",Ubuntu,Chrome,f2:b3:72,0,0.0,0,0,0,3,normal
user_008,user,hr,2026-07-10T09:36:06Z,220.235.186.181,Bengaluru,India,Payroll,biometric,95.33241401371122,"['login', 'read', 'logout']",Windows,Chrome,a8:3d:7e,0,0.0,0,0,0,2,normal
user_091,user,hr,2026-07-02T10:27:09Z,63.58.136.17,Delhi,India,Email,password,22.79999002793445,"['login', 'read', 'logout']",Windows,Edge,be:12:23,0,0.0,0,0,0,2,normal
user_097,user,finance,2026-07-21T10:41:52Z,155.39.224.174,Ahmedabad,India,ERP,biometric,5.764863006338857,"['login', 'read', 'logout']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,3,normal
user_005,user,engineering,2026-07-19T10:50:34Z,167.71.182.219,Mumbai,India,Login Portal,certificate,0.8302228255332231,"['login', 'fail', 'fail', 'fail']",Windows,Chrome,4a:92:d8,18,0.0,0,0,0,1,brute_force
user_019,user,sales,2026-07-12T09:31:43Z,47.248.75.145,Pune,India,Dashboard,token,22.064205852264845,"['login', 'read', 'logout']",Windows,Chrome,dc:34:b5,0,0.0,0,0,0,2,normal
user_024,service_account,hr,2026-07-21T09:06:57Z,13.76.99.205,Bengaluru,India,Payroll,token,16.485974636774902,"['auth', 'fetch']",Ubuntu,Chrome,08:0e:3b,0,0.0,0,0,0,2,normal
user_043,service_account,hr,2026-06-27T06:42:24Z,20.21.134.224,Delhi,India,HR Portal,token,37.40816305415672,"['auth', 'fetch']",Ubuntu,Chrome,22:0d:c9,1,0.0,0,0,0,3,normal
user_020,user,it,2026-07-13T06:09:29Z,106.213.52.221,Mumbai,India,Admin Panel,biometric,80.793720925497,"['login', 'read', 'logout']",Windows,Chrome,cc:d3:0c,0,0.0,0,0,0,2,normal
user_014,user,hr,2026-07-13T07:00:07Z,73.242.219.202,Mumbai,India,HR Portal,biometric,72.93479630339121,"['login', 'read', 'logout']",Windows,Edge,ae:8b:90,0,0.0,0,0,0,3,normal
user_084,edge_device,finance,2026-07-05T07:32:28Z,3.173.150.154,Chennai,India,ERP,token,60.28747613917975,"['auth', 'fetch']",Windows,Edge,d6:ae:88,0,0.0,0,0,0,2,normal
user_059,service_account,it,2026-06-27T10:42:32Z,6.208.130.9,Ahmedabad,India,Server Console,certificate,95.72866189566243,"['auth', 'fetch']",Windows,Edge,1e:e8:8a,0,0.0,0,0,0,3,normal
user_036,user,finance,2026-07-15T10:45:26Z,166.211.238.29,Hyderabad,India,Payroll,certificate,92.73873070043811,"['login', 'read', 'logout']",Windows,Chrome,c0:e4:51,0,0.0,0,0,0,2,normal
user_002,user,it,2026-07-08T07:23:06Z,126.127.230.161,Mumbai,India,Server Console,token,5.597450572553464,"['login', 'read', 'logout']",Linux,Firefox,f8:26:e2,0,0.0,0,0,0,2,normal
user_097,user,finance,2026-07-03T09:22:05Z,155.39.224.174,Ahmedabad,India,Reports,biometric,113.99346630341003,"['login', 'read', 'logout']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,2,normal
user_037,user,it,2026-07-04T08:56:37Z,174.228.160.231,Pune,India,Server Console,password,96.05472319382966,"['login', 'read', 'logout']",Linux,Firefox,b6:f8:7a,0,0.0,0,0,0,2,normal
user_031,user,engineering,2026-07-04T07:25:35Z,213.110.28.164,Bengaluru,India,Repo,biometric,107.02419553187468,"['login', 'read', 'logout']",Windows,Chrome,ac:2b:91,0,0.0,0,0,0,1,normal
user_082,user,sales,2026-07-22T07:13:49Z,175.252.172.75,Chennai,India,Email,password,61.52594770044202,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,2,normal
user_048,user,engineering,2026-07-15T09:01:36Z,201.220.49.222,Pune,India,Production Server,password,68.02968006181993,"['login', 'read', 'logout']",Windows,Chrome,f6:83:bc,0,0.0,0,0,0,1,normal
user_040,user,engineering,2026-07-04T10:38:05Z,17.254.20.171,Delhi,India,Git,token,114.67158049075307,"['login', 'read', 'logout']",MacOS,Safari,7a:69:d7,0,0.0,0,0,0,1,normal
user_054,user,finance,2026-07-18T08:17:54Z,206.59.62.187,Mumbai,India,Email,token,84.10249991453497,"['login', 'read', 'logout']",Ubuntu,Chrome,06:e6:7c,0,0.0,0,0,0,3,normal
user_013,user,sales,2026-07-03T08:10:45Z,196.8.2.199,Kolkata,India,CRM,biometric,15.563831677927448,"['login', 'read', 'logout']",Ubuntu,Chrome,e2:99:35,0,0.0,0,0,0,2,normal
user_005,user,engineering,2026-07-13T08:39:17Z,167.71.182.219,Mumbai,India,Git,certificate,103.65371416918865,"['login', 'read', 'logout']",Windows,Chrome,4a:92:d8,0,0.0,0,0,0,3,normal
user_052,user,sales,2026-07-17T09:27:23Z,27.151.11.93,Delhi,India,CRM,password,59.37007272395069,"['login', 'read', 'logout']",Linux,Firefox,9c:eb:4e,0,0.0,0,0,0,1,normal
user_071,user,finance,2026-07-23T09:12:27Z,114.98.66.180,Ahmedabad,India,Email,password,99.04902089223754,"['login', 'read', 'logout']",Ubuntu,Chrome,ca:88:48,0,0.0,0,0,0,2,normal
user_093,user,engineering,2026-07-05T11:11:01Z,35.151.117.24,Ahmedabad,India,Jenkins,token,46.202287928493284,"['login', 'read', 'logout']",Windows,Chrome,3e:96:b7,0,0.0,0,0,0,1,normal
user_048,user,engineering,2026-06-28T15:04:39Z,201.220.49.222,Pune,India,Repo,password,116.78487378945806,"['login', 'read', 'logout']",Windows,Chrome,f6:83:bc,1,0.0,0,0,0,3,normal
user_031,user,engineering,2026-07-03T06:51:11Z,213.110.28.164,Bengaluru,India,Git,biometric,53.755707622258456,"['login', 'read', 'logout']",Windows,Chrome,ac:2b:91,0,0.0,0,0,0,1,normal
user_005,user,engineering,2026-07-24T12:26:02Z,167.71.182.219,Mumbai,India,Production Server,certificate,118.99645290616938,"['login', 'read', 'logout']",Windows,Chrome,4a:92:d8,0,0.0,0,0,0,2,normal
user_055,user,hr,2026-07-03T07:49:01Z,26.102.132.28,Bengaluru,India,Payroll,biometric,98.10606572393012,"['login', 'read', 'logout']",MacOS,Safari,56:5d:f9,0,0.0,0,0,0,1,normal
user_014,user,hr,2026-07-07T09:00:15Z,73.242.219.202,Mumbai,India,Email,biometric,94.54646008900579,"['login', 'read', 'logout']",Windows,Edge,ae:8b:90,0,0.0,0,0,0,1,normal
user_091,user,hr,2026-07-12T07:41:50Z,63.58.136.17,Delhi,India,HR Portal,password,44.73942792299686,"['login', 'read', 'logout']",Windows,Edge,be:12:23,0,0.0,0,0,0,3,normal
user_026,user,sales,2026-07-24T08:29:10Z,144.77.95.163,Ahmedabad,India,CRM,biometric,32.79866454353497,"['login', 'read', 'logout']",Windows,Chrome,6e:16:df,0,0.0,0,0,0,1,normal
user_017,user,sales,2026-07-01T09:50:50Z,128.158.109.169,Delhi,India,Dashboard,certificate,46.09460547768426,"['login', 'read', 'logout']",MacOS,Safari,94:39:26,0,0.0,0,0,0,1,normal
user_062,user,sales,2026-07-13T11:30:17Z,40.25.239.107,Hyderabad,India,Email,password,51.893291110056076,"['login', 'read', 'logout']",Linux,Firefox,a2:8c:17,0,0.0,0,0,0,2,normal
user_013,user,sales,2026-07-09T09:00:16Z,196.8.2.199,Kolkata,India,Dashboard,biometric,81.43324802341562,"['login', 'read', 'logout']",Ubuntu,Chrome,e2:99:35,0,0.0,0,0,0,3,normal
user_020,user,it,2026-07-03T06:17:24Z,106.213.52.221,Mumbai,India,VPN,biometric,30.745827206025467,"['login', 'read', 'logout']",Windows,Chrome,cc:d3:0c,0,0.0,0,0,0,2,normal
user_050,user,hr,2026-06-30T08:41:30Z,143.138.216.36,Hyderabad,India,HR Portal,password,41.0582986706202,"['login', 'read', 'logout']",Linux,Firefox,88:34:9a,0,0.0,0,0,0,2,normal
user_055,user,hr,2026-06-29T08:38:19Z,26.102.132.28,Bengaluru,India,Email,biometric,44.718243130670736,"['login', 'read', 'logout']",MacOS,Safari,56:5d:f9,0,0.0,0,0,0,1,normal
user_038,service_account,it,2026-07-06T11:54:09Z,49.99.199.198,Delhi,India,Server Console,certificate,17.824208399160376,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,0,0.0,0,0,0,3,normal
user_068,user,sales,2026-06-28T11:51:30Z,82.195.110.208,Chennai,India,Email,biometric,63.69984768829276,"['login', 'read', 'logout']",MacOS,Safari,68:7a:58,0,0.0,0,0,0,1,normal
user_082,user,sales,2026-07-10T10:00:03Z,175.252.172.75,Chennai,India,CRM,password,9.230862016841957,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,1,normal
user_014,user,hr,2026-07-14T09:56:18Z,73.242.219.202,Mumbai,India,Email,biometric,37.59630983414299,"['login', 'read', 'logout']",Windows,Edge,ae:8b:90,0,0.0,0,0,0,2,normal
user_051,user,engineering,2026-07-22T09:04:41Z,27.219.183.119,Chennai,India,Production Server,biometric,18.056280246787217,"['login', 'read', 'logout']",MacOS,Safari,1a:23:ae,1,0.0,0,0,0,3,normal
user_003,user,hr,2026-07-06T09:26:38Z,79.32.215.112,Bengaluru,India,Payroll,biometric,15.26798778483721,"['login', 'read', 'logout']",Linux,Firefox,dc:55:d0,1,0.0,0,0,0,1,normal
user_017,user,sales,2026-07-09T08:41:13Z,128.158.109.169,Delhi,India,Dashboard,certificate,20.143095898060473,"['login', 'read', 'logout']",MacOS,Safari,94:39:26,0,0.0,0,0,0,1,normal
user_040,user,engineering,2026-07-21T07:13:56Z,17.254.20.171,Delhi,India,Production Server,token,111.47175117378583,"['login', 'read', 'logout']",MacOS,Safari,7a:69:d7,1,0.0,0,0,0,3,normal
user_038,service_account,it,2026-06-27T10:17:31Z,49.99.199.198,Delhi,India,Server Console,certificate,73.02932871250758,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,0,0.0,0,0,0,2,normal
user_085,user,hr,2026-07-19T11:24:02Z,159.86.68.113,Chennai,India,Email,password,46.37499296047036,"['login', 'read', 'logout']",Windows,Edge,8c:4c:e4,0,0.0,0,0,0,2,normal
user_097,user,finance,2026-07-24T12:00:41Z,155.39.224.174,Ahmedabad,India,Email,biometric,40.44469763767868,"['login', 'read', 'logout']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,1,normal
user_090,user,it,2026-07-04T09:52:18Z,24.123.17.14,Kolkata,India,Server Console,token,43.75810429219643,"['login', 'read', 'logout']",Ubuntu,Chrome,f4:ad:cb,0,0.0,0,0,0,2,normal
user_087,user,sales,2026-07-03T10:55:21Z,221.37.17.210,Mumbai,India,Email,password,82.15268442695933,"['login', 'read', 'logout']",Windows,Chrome,fc:16:a2,0,0.0,0,0,0,1,normal
user_070,user,hr,2026-07-09T09:58:05Z,210.71.26.198,Delhi,India,HR Portal,password,105.58624142672187,"['login', 'read', 'logout']",Windows,Edge,8a:77:87,0,0.0,0,0,0,1,normal
user_065,user,hr,2026-07-11T13:36:30Z,67.110.84.192,Kolkata,India,Payroll,token,100.2432892850452,"['login', 'read', 'logout']",Ubuntu,Chrome,1e:4d:4c,0,0.0,0,0,0,1,normal
user_049,user,it,2026-07-17T07:50:29Z,33.164.183.24,Bengaluru,India,VPN,token,63.70463063106565,"['login', 'read', 'logout']",Ubuntu,Chrome,96:9f:c0,0,0.0,0,0,0,2,normal
user_078,user,engineering,2026-07-07T05:26:37Z,89.222.1.14,Chennai,India,Repo,token,69.71131608230002,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,1,2,normal
user_094,user,engineering,2026-07-23T10:14:07Z,10.225.131.85,Delhi,India,Git,password,33.240279028143476,"['login', 'read', 'logout']",Windows,Chrome,7e:57:59,1,0.0,0,0,0,1,normal
user_097,user,finance,2026-07-21T11:21:24Z,155.39.224.174,Ahmedabad,India,ERP,biometric,48.681864881246135,"['login', 'read', 'logout']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,3,normal
user_086,user,sales,2026-07-12T08:34:15Z,82.195.110.208,Ahmedabad,India,Email,password,86.83062697720511,"['login', 'read', 'logout']",MacOS,Safari,3a:e9:a4,0,0.0,0,0,0,1,normal
user_078,user,engineering,2026-07-19T07:42:05Z,89.222.1.14,Chennai,India,Admin Panel,token,25.841882312275295,"['login', 'open_admin', 'scan_hosts', 'open_server', 'open_logs']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,0,6,lateral_movement
user_047,user,sales,2026-06-30T07:22:03Z,112.83.121.255,Hyderabad,India,CRM,token,93.49566368378181,"['login', 'read', 'logout']",Windows,Chrome,90:4e:7a,0,0.0,0,0,0,1,normal
user_080,user,sales,2026-07-08T06:54:30Z,63.5.132.163,Ahmedabad,India,Dashboard,token,52.50020533574709,"['login', 'read', 'logout']",Windows,Chrome,8c:3e:0e,0,0.0,0,0,0,2,normal
user_033,user,it,2026-06-26T10:23:25Z,168.37.73.189,Bengaluru,India,Server Console,certificate,25.51993733913661,"['login', 'read', 'logout']",Linux,Firefox,66:e9:d4,1,0.0,0,0,0,3,normal
user_052,user,sales,2026-07-05T08:14:18Z,27.151.11.93,Delhi,India,CRM,password,88.74725311548545,"['login', 'read', 'logout']",Linux,Firefox,9c:eb:4e,1,0.0,0,0,0,1,normal
user_025,user,it,2026-07-07T06:13:58Z,91.207.228.131,Ahmedabad,India,Logs,biometric,13.780809477943855,"['login', 'read', 'logout']",Windows,Edge,e6:b0:a0,0,0.0,0,0,0,1,normal
user_017,user,sales,2026-06-28T08:19:51Z,128.158.109.169,Delhi,India,Dashboard,certificate,14.50388289630412,"['login', 'read', 'logout']",MacOS,Safari,94:39:26,0,0.0,0,0,0,1,normal
user_081,user,finance,2026-07-08T08:06:46Z,90.28.132.254,Chennai,India,Reports,certificate,113.67147886895344,"['login', 'read', 'logout']",Linux,Firefox,a4:2f:73,0,0.0,0,0,0,2,normal
user_051,user,engineering,2026-07-12T09:05:16Z,27.219.183.119,Chennai,India,Repo,biometric,48.63491797863364,"['login', 'read', 'logout']",MacOS,Safari,1a:23:ae,0,0.0,0,0,0,2,normal
user_067,user,sales,2026-07-11T11:22:19Z,155.113.242.177,Hyderabad,India,CRM,certificate,103.60092613768255,"['login', 'read', 'logout']",Windows,Edge,42:9c:1e,0,0.0,0,0,0,3,normal
user_077,user,sales,2026-07-23T10:50:55Z,28.208.129.60,Hyderabad,India,CRM,token,72.52628629748716,"['login', 'read', 'logout']",Windows,Chrome,52:12:e8,0,0.0,0,0,0,2,normal
user_060,user,it,2026-07-24T09:35:32Z,186.24.248.0,Ahmedabad,India,VPN,certificate,107.47575378957495,"['login', 'read', 'logout']",Windows,Edge,46:3d:5e,0,0.0,0,0,0,2,normal
user_064,user,engineering,2026-06-25T10:26:55Z,35.73.193.150,Hyderabad,Unknown,Git,certificate,73.3316757828733,"['login', 'read', 'logout']",Windows,Chrome,7c:81:f4,1,599.0,1,1,0,3,impossible_travel
user_063,user,sales,2026-07-12T07:24:09Z,223.181.71.62,Kolkata,India,CRM,biometric,105.74623860960843,"['login', 'read', 'logout']",Linux,Firefox,70:34:06,0,0.0,0,0,0,1,normal
user_004,user,hr,2026-07-08T09:33:51Z,35.192.174.180,Delhi,India,HR Portal,token,60.006808810384996,"['login', 'read', 'logout']",MacOS,Safari,ec:54:c2,0,0.0,0,0,0,3,normal
user_010,user,finance,2026-07-01T10:06:31Z,83.51.38.240,Delhi,India,Email,token,59.78749574885389,"['login', 'read', 'logout']",MacOS,Safari,9e:ea:a1,0,0.0,0,0,0,3,normal
user_015,user,sales,2026-07-13T10:04:39Z,144.229.28.185,Kolkata,India,CRM,certificate,87.73200342207538,"['login', 'read', 'logout']",Linux,Firefox,d4:fa:80,1,0.0,0,0,0,2,normal
user_086,user,sales,2026-07-14T09:41:12Z,188.18.26.210,Pune,Unknown,Email,password,65.85048930174369,"['login', 'read', 'logout']",Ubuntu,Chrome,3a:e9:a4,1,3788.0,1,1,0,1,impossible_travel
user_045,service_account,sales,2026-07-17T08:07:52Z,56.67.154.153,Hyderabad,India,VPN,password,0.7160023223048484,"['login', 'fail', 'fail', 'fail']",Ubuntu,Chrome,04:8e:d7,24,0.0,0,0,0,3,brute_force
